CCTV央视,#genre#
CCTV-1综合,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000311/index.m3u8?IASHttpSessionId=
CCTV-1综合,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000001/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000017
CCTV-1综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000021973/1.m3u8
CCTV-1综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-1综合,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-1综合,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-1综合,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000001
CCTV-1综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000030810/1.m3u8
CCTV-1综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/reallive-cctv1/1.m3u8
CCTV-1综合,http://58.48.5.186:1111/tsfile/live/0001_1.m3u8
CCTV-1综合,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV-1综合,http://222.219.183.103:8089/hls/1/index.m3u8
CCTV-1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-1综合,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
CCTV-1综合,http://221.2.148.205:8154/tsfile/live/0001_1.m3u8
CCTV-1综合,http://120.0.52.238:8086/tsfile/live/0001_1.m3u8
CCTV-1综合,http://61.173.144.157:9901/tsfile/live/0001_1.m3u8
CCTV-1综合,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
CCTV-1综合,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8

CCTV-2财经,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000317/index.m3u8?IASHttpSessionId=
CCTV-2财经,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000502/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000222
CCTV-2财经,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000005000031113/1.m3u8
CCTV-2财经,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-2财经,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV-2财经,http://218.76.32.193:9901/tsfile/live/0002_1.m3u8
CCTV-2财经,http://58.220.219.14:9901/tsfile/live/0002_1.m3u8
CCTV-2财经,https://piccpndali.v.myalicdn.com/audio/cctv2_2.m3u8
CCTV-2财经,https://epg.pw/stream/9ae57cd4c14b62284d1867572b5c6d0eb610112cb78cb6bbc286e29f765cc7a5.m3u8
CCTV-2财经,http://61.138.167.36:9901/tsfile/live/0002_1.m3u8
CCTV-2财经,http://gmxw.7766.org:808/hls/20/index.m3u8
CCTV-2财经,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8
CCTV-2财经,http://124.128.73.58:9901/tsfile/live/0002_1.m3u8
CCTV-2财经,http://58.220.219.14:9901/tsfile/live/0002_1.m3u8?key=txiptv

CCTV-3综艺,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000359/index.m3u8?IASHttpSessionId=
CCTV-3综艺,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000371/index.m3u8?IASHttpSessionId=
CCTV-3综艺,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000003/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000000
CCTV-3综艺,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-3综艺,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-3综艺,http://58.48.5.186:1111/tsfile/live/0003_1.m3u8
CCTV-3综艺,http://120.224.178.16:9901/tsfile/live/0003_1.m3u8
CCTV-3综艺,http://218.13.170.98:9901/tsfile/live/0003_1.m3u8
CCTV-3综艺,https://piccpndali.v.myalicdn.com/audio/cctv3_2.m3u8
CCTV-3综艺,http://118.249.4.164:8082/hls/3/index.m3u8
CCTV-3综艺,http://223.166.234.215:7777/tsfile/live/0003_1.m3u8
CCTV-3综艺,http://121.33.239.242:9901/tsfile/live/0003_1.m3u8
CCTV-3综艺,http://58.220.219.14:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-3综艺,http://gmxw.7766.org:808/hls/91/index.m3u8
CCTV-3综艺,http://61.138.167.36:9901/tsfile/live/0003_1.m3u8

CCTV-4中文国际,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000382/index.m3u8?IASHttpSessionId=
CCTV-4中文国际,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000320/index.m3u8?IASHttpSessionId=
CCTV-4中文国际,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000503/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000056
CCTV-4中文国际,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000031664/1.m3u8
CCTV-4中文国际,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265004/1.m3u8
CCTV-4中文国际,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-4中文国际,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV-4中文国际,http://58.220.219.14:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV-4中文国际,https://turkmedya-live.ercdn.net/tv4/tv4_720p.m3u8
CCTV-4中文国际,https://epg.pw/stream/5ea26961bbc8690cbd372a194e8801249644123feab6354e1f2cdd2b8a0026ca.m3u8
CCTV-4中文国际,http://61.156.228.12:8154/tsfile/live/0004_1.m3u8
CCTV-4中文国际,http://gmxw.7766.org:808/hls/22/index.m3u8
CCTV-4中文国际,http://61.138.167.36:9901/tsfile/live/0004_1.m3u8
CCTV-4中文国际,http://210.210.155.37/qwr9ew/s/s19/index.m3u8

CCTV-5体育,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000360/index.m3u8?IASHttpSessionId=
CCTV-5体育,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000372/index.m3u8?IASHttpSessionId=
CCTV-5体育,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000005/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000093
CCTV-5体育,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000005
CCTV-5体育,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265005/1.m3u8
CCTV-5体育,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000270006/1.m3u8
CCTV-5体育,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000004794/1.m3u8
CCTV-5体育,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV-5体育,http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5体育,http://112.101.78.50:9901/tsfile/live/0005_1.m3u8
CCTV-5体育,http://1732e975z9.zicp.fun:8082/hls/5/index.m3u8
CCTV-5体育,http://223.241.247.214:9901/tsfile/live/0005_1.m3u8
CCTV-5体育,https://piccpndali.v.myalicdn.com/audio/cctv5_2.m3u8
CCTV-5体育,http://58.220.219.14:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-5体育,http://61.138.167.36:9901/tsfile/live/0005_1.m3u8
CCTV-5体育,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8
CCTV-5体育,http://59.173.243.210:9901/tsfile/live/1005_1.m3u8
CCTV-5体育,http://gmxw.7766.org:808/hls/93/index.m3u8
CCTV-5体育,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8

CCTV-6电影,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000361/index.m3u8?IASHttpSessionId=
CCTV-6电影,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000374/index.m3u8?IASHttpSessionId=
CCTV-6电影,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265006/1.m3u8
CCTV-6电影,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000006/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000223
CCTV-6电影,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000016466/1.m3u8
